Provincia,Trimestre,Anio,homicidios_consumados,drogas,homicidios_tentativa,lesiones,secuestro,sexual_agresion,sexual_otros,robos_violencia,robos_fuerza,hurtos,vehiculos,resto,Inm_De Africa,Inm_De América del Norte,Inm_De Asia,Inm_De Centro América y Caribe,Inm_De Oceanía,Inm_De Sudamérica,Inm_Europa_UE,Inm_Europa_no_UE,EM_Total,EM_Hombres,EM_Mujeres,IPC_01_alimentos,IPC_02_tabaco,IPC_03_vestido,IPC_04_vivienda,IPC_05_hogar,IPC_06_sanidad,IPC_07_transporte,IPC_08_comunicaciones,IPC_09_ocio,IPC_10_enseñanza,IPC_11_restaurantes,IPC_12_otros,IPC_00_general,Pobl_Hombres,Pobl_Mujeres,Pobl_Total poblacion,Desigualdad_gini,Desigualdad_p80p20,Soc_num_sociedades_sa,Soc_desmboldo_sociedades_sa,Soc_num_sociedades_sl,Soc_desembolso_sociedades_sl,Soc_num_sociedades_total,Soc_desembolso_sociedades_total,Paro_tasa_actividad,Paro_tasa_paro,Paro_tasa_empleo,cluster
Castellón/Castelló,4,2024,0.0162551935343342,0.666462934907703,0.0162551935343342,1.706795321105093,0.0,0.1950623224120106,1.0078219991287216,1.77181609524243,7.7537273158774225,21.35932430411517,0.7314837090450399,49.415788344376026,20566,716,3610,2587,58,13559,6756,37101,44.15,43.03,45.25,0.6200647661323434,0.5815951001939389,0.722201696499274,0.3393948654065989,0.8736649053064469,0.570273395837204,0.9980476531994584,0.0641037871342738,0.4942120059402224,0.378728599094582,0.5387384398980234,0.4132139217531487,0.7017838249845324,305611,309577,615188,31.08045602605864,2.7403846153846154,2,0,1174,28169,1177,22100,59.16,12.84,51.56,0
Ceuta,1,2017,0.1181628047123326,12.643420104219594,0.0,2.2450932895343203,0.0,0.0,0.5908140235616632,4.253860969643975,4.01753536021931,25.641328622576182,8.03507072043862,94.53024376986612,3983,16,195,37,0,131,33,509,36.8,36.23,37.38,0.9111147865382768,0.875221759603622,0.3262695438687168,0.4431117349818076,0.9956348635295248,0.6633159810024859,0.6693449992252029,0.0,0.6664225460841405,0.3606164383561638,1.0,0.8295609648598011,1.0,42893,41736,84629,43.3,5.0,0,0,71,435,71,435,57.59,23.3,44.17,2
Ceuta,1,2018,0.0,6.117287218398918,0.0,1.7646020822304571,0.0,0.2352802776307276,2.352802776307276,3.5292041644609142,2.47044291512264,21.998705958473032,7.764249161814011,80.9364155049703,4051,19,205,36,0,131,31,525,37.0,36.42,37.6,0.5984253522625496,0.885507954619615,0.3163221910351277,0.4958449824347832,0.9508315035905216,0.8560536004891683,0.5549648357454521,0.0,0.6692390857279588,0.2782365646042433,1.0,0.5997215877257581,0.9842429022052775,43069,41935,85005,42.9,4.8,1,60,97,1566,98,1626,59.05,31.44,40.49,2
Ceuta,1,2019,0.1175751305083948,7.407233222028877,1.4109015661007385,0.9406010440671588,0.0,0.0,0.7054507830503692,4.9381554813525845,1.8812020881343177,24.690777406762923,6.113906786436533,85.00681935756948,3749,19,198,35,1,135,29,507,37.3,36.77,37.85,0.6888712065388548,0.7114714489109053,0.3170396022020953,0.5517648036828238,1.0,0.6772402014962067,0.7071944341069921,0.0,0.8674298927444165,0.3103226635814357,1.0,0.7781518226811749,0.9576247385220584,43110,41941,85052,42.4,4.6,1,60,86,2065,87,2125,57.35,22.31,44.55,2
Ceuta,1,2020,0.0,13.58808029964671,0.0,2.599458839932414,0.0,0.0,0.8271005399784954,2.4813016199354863,2.83577327992627,22.09540013942552,4.2536599198894045,85.42767005777888,3554,20,198,35,1,133,28,516,37.66,37.15,38.19,0.6013766516839502,0.4957683562187081,0.3077421025375457,0.6156385872355402,0.2807900390329499,0.6700745153341562,0.4661052741614341,0.0,0.5861533349807692,0.3018483283500954,0.9673941625032868,0.6469934723658811,0.6166486348745478,42819,41813,84633,42.3,4.4,6,628,51,384,57,1012,58.61,23.89,44.61,2
Ceuta,1,2021,0.0,5.227577849326949,0.3564257624541102,1.3068944623317371,0.0,0.0,1.3068944623317371,4.395917736934026,2.1385545747246613,8.316601123929237,3.4454490370563984,74.01775000297022,3260,21,200,34,1,129,102,465,37.96,37.44,38.51,0.7413723790409517,0.5370372844933066,0.3290224419931531,0.7473167928058507,0.7483922960439156,0.6354672853604907,0.2379481691183388,0.0,0.3431319113638318,0.4165863693711975,1.0,0.6517958962214933,0.8354901016675286,42540,41628,84169,40.5,4.2,3,370,76,464,79,834,53.61,30.54,37.23,2
Ceuta,1,2022,0.1193089624892621,4.653049537081226,0.1193089624892621,1.7896344373389328,0.0,0.0,1.4317075498711462,3.937195762145653,2.028252362317457,11.334351436479908,2.8634150997422925,78.02806146797748,2746,21,197,35,1,127,104,474,38.26,37.68,38.84,0.3726932872643236,0.9408121128699238,0.6889000639623587,0.0832384227804914,0.2667497202816212,0.5406001262225885,0.9825480223019496,1.0,0.305974985166656,0.5519353940406568,0.070031417857505,0.0750349534393814,0.0,42379,41437,83816,40.6,4.2,1,100,64,1578,65,1678,61.39,32.82,41.24,2
Ceuta,1,2023,0.0,1.3244873631864758,0.0,2.4081588421572286,0.0,0.2408158842157228,0.84285559475503,3.853054147451566,4.21427797377515,22.877509000493674,1.3244873631864758,69.47538259623605,2874,22,199,35,1,130,117,463,38.55,37.96,39.14,0.5598354762328398,0.8993326438669063,0.6256186301907908,0.0154374977675649,0.2919559888405073,0.1194318007302162,0.6541283378694219,1.0,0.4628330083755308,0.2786292971315964,0.1992898229230638,0.1463675455070958,0.3019182615294425,41905,41146,83051,38.68490566037736,3.6654545454545455,2,120,60,4882,62,5002,61.51,27.34,44.69,0
Ceuta,1,2024,0.0,3.8515701166303575,0.361084698434096,1.80542349217048,0.0,0.2407231322893973,0.9628925291575894,2.2868697567492746,1.444338793736384,15.647003598810828,4.694101079643248,48.505711156313566,2664,22,198,35,2,130,135,453,38.92,38.36,39.5,0.4737402706979531,0.7163531375646183,0.7353149558643222,0.0823900906008411,0.1665675710770963,0.3467081793402233,0.6836595917626737,1.0,0.4543237730503413,0.1917583478093039,0.0,0.1094250238852202,0.3346094714643073,41912,41171,83083,38.2061320754717,3.5890909090909093,3,298,56,3305,59,3603,59.54,28.99,42.28,2
Ceuta,2,2017,0.0,6.726536777634856,0.2360188343029773,1.180094171514887,0.0,0.1180094171514886,0.8260659200604208,2.5962071773327517,1.5341224229693529,21.71373275587392,4.602367268908059,84.73076151476887,3304,19,196,39,0,132,32,515,36.8,36.23,37.38,0.9630526588323668,0.8782271109690201,0.9318172835233204,0.6741808180462817,0.9986821177005228,0.6386223185400514,0.6116737754975339,0.0,0.6932258032360918,0.3606164383561638,1.0,0.8491439460412596,1.0,42940,41799,84739,43.3,5.0,0,0,71,435,71,435,53.53,17.79,44.01,2
Ceuta,2,2018,0.1175765129157799,5.643672619957437,0.0,1.4109181549893592,0.0,0.1175765129157799,0.5878825645788998,3.997601439136518,2.9394128228944987,22.927420018577088,7.407320313694137,84.41993627353,4017,18,200,36,0,131,32,517,37.0,36.42,37.6,0.5075306333512576,0.8149344320521438,0.883197786242774,0.4925569326894985,0.8352999132977293,0.7976765124284735,0.6904865114493534,0.0,0.7358493996477345,0.2782365646042433,1.0,0.671056546634354,1.0,43105,41946,85051,42.9,4.8,1,60,97,1566,98,1626,61.67,29.46,43.5,2
Ceuta,2,2019,0.1177024482109227,7.415254237288136,0.3531073446327684,0.7062146892655368,0.0,0.0,0.2354048964218455,3.531073446327684,1.4124293785310735,23.18738229755179,3.2956685499058382,82.50941619585687,3900,19,202,36,0,133,30,516,37.3,36.77,37.85,0.5454949809309397,0.5579502819877675,0.8554339183702228,0.545979546217317,1.0,0.5701225915309327,0.7281572965493058,0.0,0.9213255379286922,0.3103226635814357,0.8444848919516231,0.8998667127128211,1.0,43044,41916,84960,42.4,4.6,1,60,86,2065,87,2125,57.52,24.61,43.36,2
Ceuta,2,2020,0.0,2.1304548521109257,0.2367172057901028,2.1304548521109257,0.0,0.1183586028950514,2.0120962492158743,2.248813455005977,1.7753790434257717,5.326137130277314,1.5386618376356684,66.2808176212288,3652,20,198,35,1,134,28,512,37.66,37.15,38.19,0.5725245817602299,0.3352906399095303,0.8783134142259961,0.7858169439038201,0.2713455196916003,0.7261720655042713,0.292708623292323,0.0,0.5766797358045845,0.3013195483607658,0.8111517326500088,0.5569402248730863,0.7523700118574,42727,41762,84489,42.3,4.4,6,628,51,384,57,1012,55.03,20.3,43.86,0
Ceuta,2,2021,0.0,6.180469715698393,0.3565655605210611,2.2582485499667206,0.0,0.0,0.7131311210421223,6.7747456499001615,1.9016829894456595,14.143767234002093,2.3771037368070744,81.41580298564229,3407,20,199,34,1,131,108,470,37.96,37.44,38.51,0.4543939309941642,0.7077848521393219,0.8143497096497295,0.9846707336148912,0.2735236242361342,0.6020773187060809,0.0849023741518184,0.3333333333333333,0.6381415493283173,0.2416894798592134,0.7422667641328009,0.4602800735753862,0.8259149357072203,42539,41597,84136,40.5,4.2,3,370,76,464,79,834,56.56,28.1,40.66,2
Ceuta,2,2022,0.1196730532186067,3.111499383683776,1.4360766386232813,3.3508454901209896,0.0,0.0,0.9573844257488542,2.154114957934922,1.3164035854046745,12.326324481516496,3.8295377029954167,83.41211809336892,3003,21,198,34,1,128,103,470,38.26,37.68,38.84,0.4782831349047529,0.681908790864683,0.8584921510850827,0.0024869799349509,0.2293578154336959,0.246512544956916,0.7763299900588067,1.0,0.7693452870730724,0.5495279086998389,0.0,0.0403548225887064,0.2202912431753828,42222,41339,83561,40.6,4.2,1,100,64,1578,65,1678,59.64,23.65,45.54,2
Ceuta,2,2023,0.6020397105393072,5.177541510638042,0.3612238263235843,1.8061191316179213,0.0,0.2408158842157228,1.0836714789707529,0.0,1.68571118951006,7.826516237010993,3.853054147451566,45.75501800098735,2822,22,199,35,1,130,122,460,38.55,37.96,39.14,0.4963755954105367,0.6709597949081704,0.5607617447433504,0.0641046032596911,0.3284612061199246,0.1154764848249026,0.7593552643540294,1.0,0.5052515534293452,0.2786292971315964,0.0,0.1178330406718902,0.382092365144928,41902,41149,83051,38.68490566037736,3.6654545454545455,2,120,60,4882,62,5002,61.61,29.42,43.48,2
Ceuta,2,2024,0.0,2.6469349696204056,0.2406304517836732,1.9250436142693856,0.0,0.2406304517836732,1.9250436142693856,2.6469349696204056,0.7218913553510197,15.881609817722431,2.165674066053059,56.54815616916321,2611,23,198,35,2,130,140,451,38.92,38.36,39.5,0.6287178214656453,0.6416836071015077,0.7604527138327363,0.0106256098883225,0.1545086187933285,0.3166479647881935,0.7682446819243421,1.0,0.4563658083091352,0.1917583478093039,0.0,0.0,0.3469321108234744,41927,41188,83115,38.2061320754717,3.5890909090909093,3,298,56,3305,59,3603,61.99,29.55,43.68,0
Ceuta,3,2017,0.0,4.124974955509199,0.4714257092010512,1.6499899822036794,0.0,0.1178564273002628,0.4714257092010512,3.889262100908673,1.7678464095039423,26.51769614255913,6.482103501514455,87.21375620219449,4031,19,197,36,0,131,34,507,36.8,36.23,37.38,0.895910838875916,0.9001032028518129,0.1869411288844688,0.7955974667940656,0.989141412626796,0.7635736392192811,0.5449415702651591,0.0,0.6204746045346546,0.3390755655449415,1.0,0.9582528031381158,1.0,42987,41862,84849,43.3,5.0,0,0,71,435,71,435,55.08,22.36,42.76,2
Ceuta,3,2018,0.0,3.7604145857080735,0.0,1.7626943370506598,0.0,0.1175129558033773,1.1751295580337733,4.935544143741848,2.820310939281056,30.200829641467973,7.755855083022904,99.06342174224709,3842,19,200,35,1,125,29,492,37.0,36.42,37.6,0.6224629146660068,0.809463889056777,0.192543928222242,0.3386959005719743,0.9994238525062416,0.8596099371571538,0.7611148450298053,0.0,0.7831483100459545,0.2676708659900593,0.9616449167425246,0.7860240010353526,0.9228544511285356,43141,41956,85097,42.9,4.8,1,60,97,1566,98,1626,59.05,30.79,40.87,2
Ceuta,3,2019,0.2356600838949898,6.834142432954706,0.0,2.003110713107414,0.1178300419474949,0.1178300419474949,0.9426403355799596,4.241881510109818,2.120940755054909,28.75053023518876,3.888391384267333,110.28891926285526,3697,20,200,34,1,143,30,521,37.3,36.77,37.85,0.3464812541500088,0.5274878920180508,0.1999227067576222,0.5339909990646486,0.949907235621522,0.5031599102490768,0.6852992277413054,0.0,0.6309042938910162,0.2748772342803109,0.7115840521042687,0.7524793831931958,0.6918357927889471,42978,41890,84868,42.4,4.6,1,60,86,2065,87,2125,58.63,28.76,41.77,2
Ceuta,3,2020,0.118560673424625,6.046594344655878,0.118560673424625,3.3196988558895013,0.0,0.0,0.7113640405477503,6.402276364929753,2.015531448218626,16.479933606022882,2.3712134684925013,85.60080621257929,3498,20,199,33,1,132,102,458,37.66,37.15,38.19,0.5968698435479266,0.1565867689194872,0.2141476278181487,0.7765197168361379,0.8008341648536552,0.6903883018568305,0.3370224228377154,0.0,0.5068387821151935,0.2887548741172525,0.8052225919571064,0.4860240242383085,0.5846186219752388,42634,41711,84345,42.3,4.4,6,628,51,384,57,1012,55.8,27.14,40.66,2
Ceuta,3,2021,0.1189018227649429,7.609716656956351,0.3567054682948289,2.853643746358632,0.2378036455298859,0.3567054682948289,1.7835273414741448,6.658502074836807,1.426821873179316,14.74382602285293,2.9725455691235747,91.07879623794632,3031,21,198,35,1,125,103,473,37.96,37.44,38.51,0.4658406131067196,0.4657489355020119,0.1966338143735831,0.485173698619594,0.5626263106478983,0.5234907001755621,0.3292742752122679,1.0,0.7765503912759318,0.4307618339259721,0.1882110936774007,0.4485182958956619,0.1709081279111763,42537,41566,84103,40.5,4.2,3,370,76,464,79,834,56.18,33.59,37.31,2
Ceuta,3,2022,0.0,1.5605118478861066,1.8005905937147384,1.9206299666290545,0.0,0.1200393729143158,0.3601181187429477,2.04066933954337,0.6001968645715795,9.483110460230955,2.5208268312006337,59.659568338415,2625,22,197,41,1,133,113,475,38.26,37.68,38.84,0.5199078489544077,0.8910340852573017,0.7953180271199392,0.0,0.0990737907222275,0.1799541833922141,0.6243156345029287,1.0,0.6029163444076525,0.4692032185127849,0.0,0.0871359786067477,0.1051889745075258,42065,41241,83306,40.6,4.2,1,100,64,1578,65,1678,61.16,29.6,43.06,2
Ceuta,3,2023,0.0,1.3244873631864758,0.3612238263235843,0.7224476526471686,0.0,0.2408158842157228,0.9632635368628916,1.8061191316179213,2.046935015833645,12.161202152894004,2.046935015833645,43.82849092726156,2769,22,199,35,1,130,126,458,38.55,37.96,39.14,0.4374747471731866,0.6259091527845663,0.6939123496624223,0.3340055829365218,0.2636888102181356,0.1512410094977619,0.8538921335598387,1.0,0.4379696926590792,0.2607679979999074,0.0844564022176312,0.1182666517763248,0.5233517637135731,41899,41152,83051,38.68490566037736,3.6654545454545455,2,120,60,4882,62,5002,64.61,30.5,44.91,0
Ceuta,3,2024,0.0,2.405378426160896,0.2405378426160895,2.6459162687769853,0.0,0.1202689213080447,1.4432270556965374,5.2918325375539705,0.6013446065402239,16.717380061818226,2.6459162687769853,65.30602427026832,2558,23,198,35,2,130,144,448,38.92,38.36,39.5,0.7234824278689543,0.4664488685096904,0.5421533629011477,0.0147769816601075,0.1118547360246515,0.3792781589396702,0.767500484091094,1.0,0.4914803513961535,0.2372571130917876,0.0,0.0,0.2526551147756531,41942,41205,83147,38.2061320754717,3.5890909090909093,3,298,56,3305,59,3603,61.59,29.3,43.55,2
Ceuta,4,2017,0.0,3.2957073411881024,0.1177038336138608,1.765557504207912,0.1177038336138608,0.3531115008415824,0.4708153344554432,4.708153344554432,2.471780505891077,21.657505384950387,6.356007015148483,80.7448298591085,4031,19,197,36,0,131,34,507,36.8,36.23,37.38,0.7358467105175516,0.9188947175072028,0.2873534046731023,0.6314864393001237,0.9405920980177244,0.8945510344233875,0.5648625906444408,0.0,0.6575730990925294,0.2951881681080868,1.0,0.8187429340782401,1.0,43034,41925,84959,43.3,5.0,0,0,71,435,71,435,56.95,26.03,42.12,2
Ceuta,4,2018,0.0,3.993234990134361,0.1174480879451282,1.0570327915061544,0.0,0.1174480879451282,1.1744808794512824,5.167715869585643,2.1140655830123087,26.425819787653857,6.224748661091797,94.54571079582824,3936,19,198,36,0,128,32,500,37.0,36.42,37.6,0.435127433308641,0.8421175315170965,0.2894761867802707,0.2408103903683579,1.0,0.8976984458460818,0.7288133873422874,0.0,0.8690776529261587,0.3083532153494721,1.0,0.7573217246703533,0.981509625126648,43177,41967,85144,42.9,4.8,1,60,97,1566,98,1626,55.4,24.02,42.09,2
Ceuta,4,2019,0.0,13.329086898569187,0.1179565212262759,1.5334347759415878,0.1179565212262759,0.0,0.707739127357656,4.364391285372212,1.415478254715312,20.28852165091947,6.48760866744518,96.60639088432004,3770,20,200,34,1,134,30,506,37.3,36.77,37.85,0.4990752683181083,0.6222894472865551,0.3069495672376595,0.4989872191583113,0.9818995888281412,0.5423795451741528,0.6844100776014508,0.0,0.591370972529357,0.3046221368810869,0.9229307067565234,0.6282719051414237,0.9873217115689376,42912,41865,84777,42.4,4.6,1,60,86,2065,87,2125,58.82,27.58,42.59,2
Ceuta,4,2020,0.1187620246549963,4.275432887579868,0.2375240493099926,0.9500961972399704,0.0,0.1187620246549963,0.7125721479299779,3.800384788959882,1.543906320514952,12.113726514809624,1.7814303698249447,67.33806797938291,3598,20,200,34,1,138,102,458,37.66,37.15,38.19,0.7036276361329185,0.1688068319842527,0.4237270832434585,0.8301588944497871,0.877289643101537,0.6263860436144854,0.3037613100242589,0.0,0.4653803263892888,0.4333239525710308,0.8354969050573885,0.602618551966559,0.8503736095261107,42542,41660,84202,42.3,4.4,6,628,51,384,57,1012,56.05,26.74,41.07,2
Ceuta,4,2021,0.1189470804439105,5.352618619975972,0.1189470804439105,2.2599945284343,0.1189470804439105,0.1189470804439105,1.3084178848830157,5.352618619975972,1.5463120457708366,14.392596733713171,3.449465332873405,84.57137419562036,3264,20,198,34,1,128,102,466,37.96,37.44,38.51,0.4311122289097304,0.4549908850926896,0.4290408042844791,0.1804822297992843,0.3063512943354863,0.2013696260664453,0.9643028027311272,1.0,0.3377192182127775,0.6258142378623369,0.0929491172516715,0.3625568153018052,0.1540007640534363,42536,41535,84071,40.5,4.2,3,370,76,464,79,834,55.87,31.17,38.46,2
Ceuta,4,2022,0.2408158842157228,4.455093857990873,0.3612238263235843,1.926527073725783,0.1204079421078614,0.2408158842157228,1.926527073725783,4.695909742206596,1.4448953052943372,18.54282308461066,3.612238263235843,32.75096025333831,2828,22,198,38,1,129,108,474,38.26,37.68,38.84,0.467479204038449,1.0,0.8579693877760532,0.0,0.2831693426323144,0.1490049070138623,0.4952087779526415,1.0,0.4248392606484497,0.3023689236352745,0.0,0.1342078334242663,0.2524048379399862,41908,41143,83051,40.6,4.2,1,100,64,1578,65,1678,62.18,33.34,41.45,2
Ceuta,4,2023,0.0,3.371381784905842,0.0,1.3244714154987236,0.0,0.7224389539083947,0.9632519385445264,3.491788277223908,1.4448779078167897,16.736502432211143,5.297885661994894,60.68487212830516,2716,22,199,35,1,130,131,455,38.55,37.96,39.14,0.4609606667501234,0.6646832449768205,0.6714457951477201,0.1532470300128038,0.2194072917387216,0.1519519222507999,0.7071523223102186,1.0,0.5628428045219876,0.1933093776542295,0.0129196337741607,0.1798213987284734,0.4182097408062353,41897,41155,83052,38.68490566037736,3.6654545454545455,2,120,60,4882,62,5002,59.89,32.66,40.33,3
Ceuta,4,2024,0.0,2.7651210040995924,0.1202226523521561,1.5628944805780305,0.0,0.0,0.601113261760781,6.612245879368591,0.4808906094086247,13.104269106385026,3.9673475276211545,65.28090022722081,2506,23,198,35,2,130,149,446,38.92,38.36,39.5,0.6244975760433428,0.6848352888080845,0.4807157668112227,0.0,0.1083783630395917,0.3777089942845804,0.7501511303206111,1.0,0.3966464617614955,0.2634358047382578,0.0,0.0052487349577189,0.2196793322265827,41957,41222,83179,38.2061320754717,3.5890909090909093,3,298,56,3305,59,3603,58.72,21.79,45.93,2
Ciudad Real,1,2017,0.0988513473438642,0.2965540420315929,0.0197702694687728,0.5337972756568672,0.0,0.0395405389375457,0.2372432336252743,0.6919594314070501,6.741661888851545,17.16059389889484,1.0082837429074158,39.08582273976394,4798,228,1154,783,8,4646,972,17693,43.2,41.89,44.5,0.6453740346113958,0.7956249285045541,0.4308463198161276,0.3864239870312617,0.7219211815795692,0.676161877646265,0.5201077999931963,0.5940769538262868,1.0,0.4220319634703204,0.1385946304558566,0.2915260557184355,0.3456144131991231,250217,255593,505810,32.4,2.7,0,0,565,12828,565,12828,56.3,25.76,41.8,1
Ciudad Real,1,2018,0.0,0.2989786887990624,0.0996595629330208,0.4185701643186874,0.0,0.0597957377598124,0.378706339145479,0.7773445908775622,4.803590933371603,14.47056853787462,0.2790467762124582,35.73791926778126,4870,245,1229,846,8,4697,956,15441,43.52,42.18,44.84,0.483414899451887,0.7036503831413258,0.5204426617187718,0.3843212448887019,0.8149153867236391,0.8199269715900958,0.4166491025308165,0.5964498814691375,0.971528768426058,0.3515436412145848,0.3240963798111485,0.2746403482358266,0.3737708514660227,247910,253798,501708,31.8,2.6,1,80,714,19322,715,19402,56.16,23.01,43.24,1
Ciudad Real,1,2019,0.0401392833130964,0.3211142665047715,0.0,0.5619499663833503,0.0,0.0602089249696446,0.4415321164440609,0.541880324726802,3.993858689653096,13.32624205994802,0.2408356998785786,43.83209737790132,5120,275,1288,1048,10,5050,1019,14201,43.86,42.52,45.17,0.5471958870712497,0.3876187025431967,0.5395859710179024,0.5512139136273747,0.6860438705616709,0.6147298420405838,0.6017980875774763,0.5986220753904697,0.9148562156337632,0.2499035865792504,0.4803832881757193,0.2678601963971581,0.4079422971932049,246211,252054,498265,31.1,2.7,5,341,627,7337,632,7679,55.77,17.5,46.01,1
Ciudad Real,1,2020,0.0403565908366324,0.2824961358564274,0.0,0.585170567131171,0.0201782954183162,0.0201782954183162,0.5246356808762223,1.0089147709158122,4.297976924101359,11.178775661747196,0.4035659083663248,41.06283117627356,5655,312,1387,1480,11,5967,1058,14254,44.11,42.76,45.43,0.7353552557230353,0.2835206492910941,0.5140580920104441,0.3846712550051718,0.7171438932509343,0.6675927378763294,0.6024338907276152,0.6042061546774559,0.9480484457065133,0.1855123674911653,0.6198363774928308,0.3287221872818373,0.4555738741750271,244868,250713,495582,31.5,2.7,0,0,536,10431,536,10431,55.3,19.21,44.68,1
Ciudad Real,1,2021,0.0,0.1213327185808925,0.020222119763482,0.6066635929044626,0.0,0.020222119763482,0.4044423952696417,0.6066635929044626,3.8422027550615967,9.96950504339667,0.2628875569252671,43.76066716817524,5836,311,1426,1688,11,6396,1226,14152,44.25,42.91,45.57,0.6125283338842157,0.3507473797839071,0.4804860937872072,0.2438680736259567,0.5877503337301427,0.54121414229923,0.6697527791554787,0.5972070506454942,0.9471057884231544,0.2402684799702243,0.5851640253368725,0.4449814977149801,0.2523459012747829,244659,249849,494508,30.7,2.6,0,0,742,16122,742,16122,54.5,20.15,43.52,1
Ciudad Real,1,2022,0.0203081972007181,0.3858557468136439,0.0203081972007181,0.7107869020251334,0.0,0.1015409860035904,0.2843147608100533,1.076334451638059,4.894275525373062,13.911115082491897,0.3249311552114896,56.88326035921139,6075,297,1434,1824,11,6460,1167,13845,44.53,43.17,45.86,0.3435217473044014,0.4968274148356921,0.7941691995694086,0.7585817585803127,0.436932076240335,0.6205805687578015,0.5558531622531703,0.3989512936282317,0.0336711711711718,0.7241715399610144,0.509097469062326,0.579391267280737,0.7419829433195817,243902,248510,492412,30.5,2.6,0,0,642,30555,642,30555,55.03,18.47,44.86,1
Ciudad Real,1,2023,0.0407171097366824,0.5293224265768719,0.0,0.8754178593386727,0.0,0.183226993815071,0.4071710973668245,1.343664621310521,3.6848984311697617,15.309633260992602,0.3053783230251183,36.27894477538406,6177,327,1488,1933,12,6882,1358,13111,44.75,43.38,46.1,0.3400246544943963,0.8038559789928503,0.8832864256653311,0.7123228741210991,0.316749508980227,0.2101900927735788,0.687809913904219,0.3983798759869205,0.2850388155979331,0.5283555944821554,0.6864941159815299,0.3916584834163763,0.6977181027444481,243423,247770,491194,30.19397993311037,2.653061224489796,0,0,715,24205,715,24205,54.66,18.96,44.29,1
Ciudad Real,1,2024,0.0203176873595539,0.3047653103933098,0.0812707494382159,0.8533428691012674,0.0,0.0609530620786619,0.5079421839888496,0.7517544323034975,4.5308442811805385,15.156994770227271,0.3454006851124178,37.933122300287295,6421,342,1540,2136,13,7283,1436,12624,44.99,43.64,46.32,0.6783279652466,0.7306747225146246,0.7607579678726576,0.8127877972079552,0.3586055679897703,0.3346454164697865,0.8268111834806519,0.397169414683463,0.0876830922238626,0.5273113298591,0.49801466397201,0.4091982840036055,0.7749897867053032,244014,248168,492182,30.295986622073578,2.6000000000000005,0,0,708,26597,708,26586,54.25,17.63,44.69,1
Ciudad Real,2,2017,0.0,0.4358740165592501,0.0198124552981477,0.6339985695407274,0.0,0.0198124552981477,0.4358740165592501,0.8519355778203526,4.774801726853604,15.532964953747824,0.891560488416648,38.57485046549364,5532,265,1314,1348,10,5916,1014,15867,43.2,41.89,44.5,0.6464429939081638,0.7606553814787494,0.5063553325972411,0.3303439155832566,0.7188014358107577,0.6444976669661403,0.4348353232248663,0.5947370509014019,0.8423390242969816,0.4220319634703204,0.1299155112203875,0.31057742129276,0.274471317829669,249587,255145,504733,32.4,2.7,0,0,565,12828,565,12828,56.15,26.33,41.37,1
Ciudad Real,2,2018,0.0,0.4791959092642546,0.0399329924386878,0.4791959092642546,0.0,0.0,0.3194639395095031,0.678860871457694,5.191289017029424,14.116312827076166,0.1796984659740954,39.79322696515247,4834,236,1192,814,8,4672,964,16567,43.52,42.18,44.84,0.5616234749482804,0.6372076197415611,0.493885465897963,0.5740215260429556,0.9036085817497308,0.7533930724553258,0.4992757040331505,0.599694427390603,0.9664137527484412,0.3515436412145848,0.2884075624679354,0.1720819200044774,0.4382365663844199,247492,253347,500839,31.8,2.6,1,80,714,19322,715,19402,54.99,21.87,42.96,1
Ciudad Real,2,2019,0.0201033311219669,0.3216532979514706,0.0,0.7438232515127756,0.0,0.0603099933659007,0.4020666224393382,0.7438232515127756,4.382526184588786,12.825925255814887,0.3015499668295036,45.95621494481636,4995,260,1258,947,9,4874,988,14821,43.86,42.52,45.17,0.8323500199867969,0.2629570668908834,0.497235571626779,0.5928415991357981,0.4299276586244143,0.5738156214003753,0.6105606407601224,0.6001772035615788,0.987219855528802,0.2499035865792504,0.3278206747396853,0.3061674080599493,0.5252588891689571,245766,251664,497430,31.1,2.7,5,341,627,7337,632,7679,55.72,17.82,45.79,1
Ciudad Real,2,2020,0.0,0.4238973118854751,0.0403711725605214,0.4037117256052143,0.0,0.0201855862802607,0.4642684844459965,0.3229693804841714,2.624126216433893,4.965654224944136,0.1816702765223464,34.07326964108009,5388,294,1338,1264,10,5508,1038,14228,44.11,42.76,45.43,0.639807710739305,0.2239585156161906,0.4923946389172522,0.2330790735027176,0.5493469264619587,0.714998917015357,0.4103547340681719,0.6131018840555763,0.7251660266311934,0.1639686210492897,0.588593339479568,0.071364046973802,0.2280571147655764,244859,250543,495403,31.5,2.7,0,0,536,10431,536,10431,51.43,16.54,42.92,1
Ciudad Real,2,2021,0.0202440624164932,0.5870778100783041,0.1012203120824662,0.7895184342432364,0.0,0.0809762496659729,0.6073218724947973,0.5465896852453176,3.8058837343007297,10.283983707578567,0.3643931234968783,45.16450325119642,5746,312,1406,1584,11,6182,1385,13908,44.25,42.91,45.57,0.7819984813205814,0.7222215754742086,0.5149305645533084,0.2017313383866984,0.528516386867334,0.5794276929124834,0.5686098785931549,0.7683982683984997,0.5870955062779107,0.0125146656237764,0.6492391798384315,0.5587063805669588,0.6657591059746272,244477,249495,493972,30.7,2.6,0,0,742,16122,742,16122,55.04,18.38,44.92,1
